scientific_name,taxon_id,iconic_taxon_name,kingdom,class,order,family,genus,species,common_name,taxon_rank
Usnea hieronymi,1146894,Fungi,Fungi,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,Usnea hieronymi,,species
Usnea hirta,182679,Fungi,Fungi,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,Usnea hirta,Liquen de barba,species
Usnea strigosa,121176,Fungi,Fungi,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,Usnea strigosa,,species
Ramalina celastri,229759,Fungi,Fungi,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,Ramalina celastri,Liquen cartílago,species
Porpidia albocaerulescens,125773,Fungi,Fungi,Lecanoromycetes,Lecideales,Lecideaceae,Porpidia,Porpidia albocaerulescens,,species
Crocodia aurata,461903,Fungi,Fungi,Lecanoromycetes,Peltigerales,Lobariaceae,Crocodia,Crocodia aurata,Liquen dorado,species
Teloschistes chrysophthalmus,55553,Fungi,Fungi,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,Teloschistes chrysophthalmus,ojos de oro,species
Teloschistes exilis,232361,Fungi,Fungi,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,Teloschistes exilis,Líquen oxidado,species
Diplocarpon rosae,354898,Fungi,Fungi,Leotiomycetes,Helotiales,Drepanopezizaceae,Diplocarpon,Diplocarpon rosae,,species
Ascobolus scatigenus,972926,Fungi,Fungi,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus scatigenus,,species
Nectria cinnabarina,118012,Fungi,Fungi,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria cinnabarina,,species
Ophiocordyceps dipterigena,519064,Fungi,Fungi,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps dipterigena,,species
Ophiocordyceps humbertii,701946,Fungi,Fungi,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps humbertii,,species
Xylaria hypoxylon,55267,Fungi,Fungi,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria hypoxylon,Hongo astas de carbón,species
Tremella mesenterica,48529,Fungi,Fungi,Tremellomycetes,Tremellales,Tremellaceae,Tremella,Tremella mesenterica,Tremella,species
Brachythecium rutabulum,159407,Plantae,Plantae,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,Brachythecium rutabulum,,species
Nitella clavata,840851,Plantae,Plantae,Charophyceae,Charales,Characeae,Nitella,Nitella clavata,,species
Cryptopleura ramosa,706353,Plantae,Plantae,Florideophyceae,Ceramiales,Delesseriaceae,Cryptopleura,Cryptopleura ramosa,,species
Corallina officinalis,123632,Plantae,Plantae,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis,,species
Chondracanthus teedei,911602,Plantae,Plantae,Florideophyceae,Gigartinales,Gigartinaceae,Chondracanthus,Chondracanthus teedei,,species
Grateloupia turuturu,447071,Plantae,Plantae,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,Grateloupia turuturu,,species
Nemalion elminthoides,973569,Plantae,Plantae,Florideophyceae,Nemaliales,Liagoraceae,Nemalion,Nemalion elminthoides,,species
Ephedra tweedieana,564674,Plantae,Plantae,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,Ephedra tweedieana,,species
Echinodorus grandiflorus,206261,Plantae,Plantae,Liliopsida,Alismatales,Alismataceae,Echinodorus,Echinodorus grandiflorus,Cucharero,species
Echinodorus longiscapus,356227,Plantae,Plantae,Liliopsida,Alismatales,Alismataceae,Echinodorus,Echinodorus longiscapus,,species
Echinodorus uruguayensis,356220,Plantae,Plantae,Liliopsida,Alismatales,Alismataceae,Echinodorus,Echinodorus uruguayensis,,species
Hydrocleys nymphoides,163869,Plantae,Plantae,Liliopsida,Alismatales,Alismataceae,Hydrocleys,Hydrocleys nymphoides,Amapolita de río,species
Sagittaria montevidensis,69815,Plantae,Plantae,Liliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria montevidensis,Saeta,species
Arum italicum,61168,Plantae,Plantae,Liliopsida,Alismatales,Araceae,Arum,Arum italicum,Aro,species
Colocasia esculenta,122835,Plantae,Plantae,Liliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,Malanga,species
Monstera deliciosa,122521,Plantae,Plantae,Liliopsida,Alismatales,Araceae,Monstera,Monstera deliciosa,Mano de léon,species
Philodendron giganteum,133661,Plantae,Plantae,Liliopsida,Alismatales,Araceae,Philodendron,Philodendron giganteum,Oreja gigante de elefante,species
Pistia stratiotes,78589,Plantae,Plantae,Liliopsida,Alismatales,Araceae,Pistia,Pistia stratiotes,Lechuguilla africana de agua,species
Syngonium podophyllum,143208,Plantae,Plantae,Liliopsida,Alismatales,Araceae,Syngonium,Syngonium podophyllum,Chapiso,species
Thaumatophyllum undulatum,985723,Plantae,Plantae,Liliopsida,Alismatales,Araceae,Thaumatophyllum,Thaumatophyllum undulatum,Güembé,species
Zantedeschia aethiopica,56006,Plantae,Plantae,Liliopsida,Alismatales,Araceae,Zantedeschia,Zantedeschia aethiopica,Alcatraz sudafricano,species
Limnobium laevigatum,850573,Plantae,Plantae,Liliopsida,Alismatales,Hydrocharitaceae,Limnobium,Limnobium laevigatum,Tepapalacate,species
Triglochin scilloides,79437,Plantae,Plantae,Liliopsida,Alismatales,Juncaginaceae,Triglochin,Triglochin scilloides,,species
Potamogeton ferrugineus,1061857,Plantae,Plantae,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton ferrugineus,,species
Potamogeton pusillus,78714,Plantae,Plantae,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton pusillus,,species
Archontophoenix cunninghamiana,83634,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Archontophoenix,Archontophoenix cunninghamiana,Palma rey,species
Butia odorata,364998,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Butia,Butia odorata,Palmera butiá,species
Butia paraguayensis,364997,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Butia,Butia paraguayensis,,species
Butia yatay,364987,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Butia,Butia yatay,Palmera yatay,species
Livistona australis,135374,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Livistona,Livistona australis,,species
Livistona chinensis,199373,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Livistona,Livistona chinensis,Palmera de abanico china,species
Phoenix canariensis,78554,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix canariensis,Palma canaria,species
Sabal mexicana,168257,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Sabal,Sabal mexicana,Apachite,species
Syagrus romanzoffiana,79291,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus romanzoffiana,Palmera pindó,species
Trachycarpus fortunei,64323,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Trachycarpus,Trachycarpus fortunei,Palmera excelsa,species
Trithrinax campestris,366111,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Trithrinax,Trithrinax campestris,Carandilla,species
Washingtonia robusta,79521,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,Washingtonia,Washingtonia robusta,Palma blanca,species
× butyagrus nabonnandii,371143,Plantae,Plantae,Liliopsida,Arecales,Arecaceae,,× butyagrus nabonnandii,,species
Allium triquetrum,55505,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Allium,Allium triquetrum,Lágrimas de la virgen,species
Amaryllis belladonna,61827,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Amaryllis,Amaryllis belladonna,Lirio belladona,species
Clivia miniata,210194,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Clivia,Clivia miniata,Lirio sudafricano de monte,species
Hippeastrum hybridum,873861,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Hippeastrum,Hippeastrum hybridum,Lirio estrella,species
Hippeastrum petiolatum,841720,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Hippeastrum,Hippeastrum petiolatum,,species
Hippeastrum vittatum,472232,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Hippeastrum,Hippeastrum vittatum,Lirio amarilis,species
Ipheion sessile,924672,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Ipheion,Ipheion sessile,,species
Ipheion tweedieanum,924673,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Ipheion,Ipheion tweedieanum,,species
Ipheion uniflorum,77493,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Ipheion,Ipheion uniflorum,,species
Narcissus tazetta,56027,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,Narcissus tazetta,,species
Nothoscordum bivalve,125462,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Nothoscordum,Nothoscordum bivalve,Cebolleta,species
Nothoscordum gracile,78233,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Nothoscordum,Nothoscordum gracile,cebolla de monte,species
Nothoscordum montevidense,1131747,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Nothoscordum,Nothoscordum montevidense,,species
Nothoscordum montevidense latitepalum,1131749,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Nothoscordum,Nothoscordum montevidense,,subspecies
Nothoscordum nudicaule,1077169,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Nothoscordum,Nothoscordum nudicaule,,species
Tristagma hirtellum,1122048,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Tristagma,Tristagma hirtellum,,species
Tristagma sellowianum,1122047,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Tristagma,Tristagma sellowianum,,species
Zephyranthes americana,980379,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes americana,,species
Zephyranthes bifida,1264600,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes bifida,Azucenita Colorada,species
Zephyranthes candida,170415,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes candida,Azucena del río,species
Zephyranthes estensis,1264655,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes estensis,,species
Zephyranthes gracilifolia,1264656,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes gracilifolia,,species
Zephyranthes martinezii,1264661,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes martinezii,,species
Zephyranthes mesochloa,563407,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes mesochloa,,species
Zephyranthes minima,563409,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes minima,,species
Zephyranthes stellaris,563410,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes stellaris,,species
Zephyranthes tubispatha,1264667,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes tubispatha,Azucenita amarilla,species
Zephyranthes versicolor,1050577,Plantae,Plantae,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes,Zephyranthes versicolor,,species
Agave americana,64103,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Agave,Agave americana,Maguey Blanco,species
Agave angustifolia,50821,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Agave,Agave angustifolia,Bacanora,species
Asparagus aethiopicus,75603,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus aethiopicus,,species
Asparagus asparagoides,64107,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus asparagoides,,species
Asparagus setaceus,75604,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Asparagus,Asparagus setaceus,Espárrago,species
Chlorophytum comosum,322492,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Chlorophytum,Chlorophytum comosum,Mala madre,species
Clara ophiopogonoides,862310,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Clara,Clara ophiopogonoides,,species
Cordyline australis,50191,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Cordyline,Cordyline australis,,species
Drimiopsis maculata,343937,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Drimiopsis,Drimiopsis maculata,Piel de Leopardo,species
Herreria montevidensis,862318,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Herreria,Herreria montevidensis,,species
Liriope muscari,223938,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Liriope,Liriope muscari,,species
Yucca constricta,170386,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Yucca,Yucca constricta,Yuca texana,species
Yucca filamentosa,81605,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Yucca,Yucca filamentosa,,species
Yucca gigantea,201452,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Yucca,Yucca gigantea,Izote gigante,species
Yucca gloriosa,170388,Plantae,Plantae,Liliopsida,Asparagales,Asparagaceae,Yucca,Yucca gloriosa,Yuca brillante,species
Aloe arborescens,81518,Plantae,Plantae,Liliopsida,Asparagales,Asphodelaceae,Aloe,Aloe arborescens,Sábila candelabro,species
Aloe maculata,75379,Plantae,Plantae,Liliopsida,Asparagales,Asphodelaceae,Aloe,Aloe maculata,Sábila cebra,species
Bulbine frutescens,428049,Plantae,Plantae,Liliopsida,Asparagales,Asphodelaceae,Bulbine,Bulbine frutescens,,species
Phormium tenax,51754,Plantae,Plantae,Liliopsida,Asparagales,Asphodelaceae,Phormium,Phormium tenax,Lino de Nueva Zelanda,species
Hypoxis decumbens,283656,Plantae,Plantae,Liliopsida,Asparagales,Hypoxidaceae,Hypoxis,Hypoxis decumbens,Tiririca,species
Calydorea charruana,1091063,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Calydorea,Calydorea charruana,,species
Calydorea nuda,1066106,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Calydorea,Calydorea nuda,,species
Chasmanthe floribunda,56028,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Chasmanthe,Chasmanthe floribunda,,species
Cypella aurinegra,1351546,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Cypella,Cypella aurinegra,,species
Cypella exilis,1352619,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Cypella,Cypella exilis,,species
Cypella fucata,1067751,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Cypella,Cypella fucata,,species
Cypella herbertii,479047,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Cypella,Cypella herbertii,Lirio del bajo,species
Cypella luteogibbosa,1198562,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Cypella,Cypella luteogibbosa,,species
Cypella osteniana,1081740,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Cypella,Cypella osteniana,,species
Cypella unguiculata,1071299,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Cypella,Cypella unguiculata,,species
Dietes bicolor,125855,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Dietes,Dietes bicolor,Iris sudafricana bicolor,species
Dietes grandiflora,291342,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Dietes,Dietes grandiflora,Iris sudafricana,species
Freesia laxa,345417,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Freesia,Freesia laxa,,species
Freesia leichtlinii,714939,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Freesia,Freesia leichtlinii,,species
Freesia leichtlinii alba,714940,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Freesia,Freesia leichtlinii,,subspecies
Gelasine elongata,790565,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Gelasine,Gelasine elongata,,species
Gladiolus communis,59946,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Gladiolus,Gladiolus communis,,species
Gladiolus dalenii,357461,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Gladiolus,Gladiolus dalenii,Gladiolo naranja,species
Gladiolus italicus,71162,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Gladiolus,Gladiolus italicus,,species
Gladiolus tristis,181492,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Gladiolus,Gladiolus tristis,,species
Herbertia lahue,163683,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Herbertia,Herbertia lahue,Tres puntas,species
Herbertia lahue caerulea,236364,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Herbertia,Herbertia lahue,,subspecies
Herbertia pulchella,926070,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Herbertia,Herbertia pulchella,,species
Herbertia quareimana,1271927,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Herbertia,Herbertia quareimana,,species
Iris pseudacorus,47779,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Iris,Iris pseudacorus,Lirio amarillo,species
Phalocallis coelestis,511757,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Phalocallis,Phalocallis coelestis,,species
Romulea rosea,68896,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Romulea,Romulea rosea,,species
Sisyrinchium laxum,243778,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium laxum,,species
Sisyrinchium megapotamicum,1091136,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium megapotamicum,,species
Sisyrinchium micranthum,284004,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium micranthum,Espadilla,species
Sisyrinchium minus,169024,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium minus,,species
Sisyrinchium minutiflorum,842423,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium minutiflorum,,species
Sisyrinchium pachyrhizum,1067849,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium pachyrhizum,,species
Sisyrinchium palmifolium,327313,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium palmifolium,,species
Sisyrinchium platense,424124,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium platense,Canchalagua,species
Sisyrinchium rosulatum,169028,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium rosulatum,,species
Sisyrinchium scariosum,1091162,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium scariosum,,species
Sisyrinchium vaginatum,356158,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium vaginatum,,species
Trimezia gracilis,977762,Plantae,Plantae,Liliopsida,Asparagales,Iridaceae,Trimezia,Trimezia gracilis,,species
Bipinnula montana,829607,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Bipinnula,Bipinnula montana,,species
Bipinnula penicillata,829608,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Bipinnula,Bipinnula penicillata,,species
Bipinnula polysyka,140955,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Bipinnula,Bipinnula polysyka,,species
Brachystele camporum,1031922,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Brachystele,Brachystele camporum,,species
Brachystele cyclochila,1178241,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Brachystele,Brachystele cyclochila,,species
Campylocentrum densiflorum,1032020,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Campylocentrum,Campylocentrum densiflorum,,species
Capanemia micromera,788277,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Capanemia,Capanemia micromera,,species
Chloraea membranacea,372267,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Chloraea,Chloraea membranacea,Orquídea de Talar,species
Cyclopogon apricus,1175203,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Cyclopogon,Cyclopogon apricus,,species
Cyclopogon elatus,276579,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Cyclopogon,Cyclopogon elatus,,species
Cyclopogon polyaden,1104871,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Cyclopogon,Cyclopogon polyaden,,species
Cyrtopodium brandonianum,140732,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium brandonianum,,species
Galeandra beyrichii,163160,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Galeandra,Galeandra beyrichii,,species
Gomesa bifolia,544063,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Gomesa,Gomesa bifolia,orquídea patito,species
Gomesa longipes,502560,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Gomesa,Gomesa longipes,,species
Habenaria bractescens,283581,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Habenaria,Habenaria bractescens,,species
Habenaria gourlieana,533509,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Habenaria,Habenaria gourlieana,,species
Habenaria parviflora,140621,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Habenaria,Habenaria parviflora,,species
Habenaria pentadactyla,1351591,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Habenaria,Habenaria pentadactyla,,species
Hapalorchis lineatus,292063,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Hapalorchis,Hapalorchis lineatus,,species
Sacoila lanceolata,128757,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Sacoila,Sacoila lanceolata,terciopelo morado,species
Skeptrostachys balanophorostachya,1068873,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Skeptrostachys,Skeptrostachys balanophorostachya,,species
Skeptrostachys paraguayensis,1031921,Plantae,Plantae,Liliopsida,Asparagales,Orchidaceae,Skeptrostachys,Skeptrostachys paraguayensis,,species
Callisia fragrans,159678,Plantae,Plantae,Liliopsida,Commelinales,Commelinaceae,Callisia,Callisia fragrans,Falsa bromelia,species
